Train for 937 steps, validate for 117 steps
394/937 [===========>..................] - ETA: 7:56 - loss: 1.7968e-04 - accuracy: 1.0000For batch 394, loss is  0.0001.
395/937 [===========>..................] - ETA: 7:55 - loss: 1.7950e-04 - accuracy: 1.0000For batch 395, loss is  0.0001.
396/937 [===========>..................] - ETA: 7:55 - loss: 1.7918e-04 - accuracy: 1.0000For batch 396, loss is  0.0001.
397/937 [===========>..................] - ETA: 7:54 - loss: 1.7887e-04 - accuracy: 1.0000For batch 397, loss is  0.0001.
398/937 [===========>..................] - ETA: 7:53 - loss: 1.7860e-04 - accuracy: 1.0000For batch 398, loss is  0.0001.
399/937 [===========>..................] - ETA: 7:52 - loss: 1.7830e-04 - accuracy: 1.0000For batch 399, loss is  0.0001.
400/937 [===========>..................] - ETA: 7:51 - loss: 1.7812e-04 - accuracy: 1.0000For batch 400, loss is  0.0000.
401/937 [===========>..................] - ETA: 7:50 - loss: 1.7777e-04 - accuracy: 1.0000For batch 401, loss is  0.0002.
402/937 [===========>..................] - ETA: 7:49 - loss: 1.7782e-04 - accuracy: 1.0000For batch 402, loss is  0.0001.
403/937 [===========>..................] - ETA: 7:48 - loss: 1.7752e-04 - accuracy: 1.0000For batch 403, loss is  0.0002.
404/937 [===========>..................] - ETA: 7:48 - loss: 1.7755e-04 - accuracy: 1.0000For batch 404, loss is  0.0001.
405/937 [===========>..................] - ETA: 7:47 - loss: 1.7728e-04 - accuracy: 1.0000For batch 405, loss is  0.0001.
406/937 [===========>..................] - ETA: 7:46 - loss: 1.7703e-04 - accuracy: 1.0000For batch 406, loss is  0.0000.
407/937 [============>.................] - ETA: 7:45 - loss: 1.7667e-04 - accuracy: 1.0000For batch 407, loss is  0.0000.
408/937 [============>.................] - ETA: 7:44 - loss: 1.7632e-04 - accuracy: 1.0000For batch 408, loss is  0.0001.
409/937 [============>.................] - ETA: 7:43 - loss: 1.7610e-04 - accuracy: 1.0000For batch 409, loss is  0.0001.
410/937 [============>.................] - ETA: 7:42 - loss: 1.7589e-04 - accuracy: 1.0000For batch 410, loss is  0.0004.
411/937 [============>.................] - ETA: 7:41 - loss: 1.7634e-04 - accuracy: 1.0000For batch 411, loss is  0.0001.
412/937 [============>.................] - ETA: 7:41 - loss: 1.7604e-04 - accuracy: 1.0000For batch 412, loss is  0.0001.
413/937 [============>.................] - ETA: 7:40 - loss: 1.7581e-04 - accuracy: 1.0000For batch 413, loss is  0.0001.
414/937 [============>.................] - ETA: 7:39 - loss: 1.7553e-04 - accuracy: 1.0000For batch 414, loss is  0.0000.
415/937 [============>.................] - ETA: 7:38 - loss: 1.7522e-04 - accuracy: 1.0000For batch 415, loss is  0.0001.
416/937 [============>.................] - ETA: 7:37 - loss: 1.7511e-04 - accuracy: 1.0000For batch 416, loss is  0.0001.
417/937 [============>.................] - ETA: 7:36 - loss: 1.7484e-04 - accuracy: 1.0000For batch 417, loss is  0.0001.
418/937 [============>.................] - ETA: 7:35 - loss: 1.7455e-04 - accuracy: 1.0000For batch 418, loss is  0.0001.
419/937 [============>.................] - ETA: 7:34 - loss: 1.7430e-04 - accuracy: 1.0000For batch 419, loss is  0.0001.
420/937 [============>.................] - ETA: 7:34 - loss: 1.7411e-04 - accuracy: 1.0000For batch 420, loss is  0.0002.
421/937 [============>.................] - ETA: 7:33 - loss: 1.7410e-04 - accuracy: 1.0000For batch 421, loss is  0.0001.
422/937 [============>.................] - ETA: 7:32 - loss: 1.7389e-04 - accuracy: 1.0000For batch 422, loss is  0.0001.
423/937 [============>.................] - ETA: 7:31 - loss: 1.7367e-04 - accuracy: 1.0000For batch 423, loss is  0.0002.
424/937 [============>.................] - ETA: 7:30 - loss: 1.7370e-04 - accuracy: 1.0000For batch 424, loss is  0.0001.
425/937 [============>.................] - ETA: 7:29 - loss: 1.7344e-04 - accuracy: 1.0000For batch 425, loss is  0.0000.
426/937 [============>.................] - ETA: 7:28 - loss: 1.7312e-04 - accuracy: 1.0000For batch 426, loss is  0.0001.
427/937 [============>.................] - ETA: 7:27 - loss: 1.7301e-04 - accuracy: 1.0000For batch 427, loss is  0.0001.
428/937 [============>.................] - ETA: 7:26 - loss: 1.7280e-04 - accuracy: 1.0000For batch 428, loss is  0.0000.
429/937 [============>.................] - ETA: 7:26 - loss: 1.7250e-04 - accuracy: 1.0000For batch 429, loss is  0.0001.
430/937 [============>.................] - ETA: 7:25 - loss: 1.7224e-04 - accuracy: 1.0000For batch 430, loss is  0.0001.
431/937 [============>.................] - ETA: 7:24 - loss: 1.7199e-04 - accuracy: 1.0000For batch 431, loss is  0.0001.
432/937 [============>.................] - ETA: 7:23 - loss: 1.7178e-04 - accuracy: 1.0000For batch 432, loss is  0.0001.
433/937 [============>.................] - ETA: 7:22 - loss: 1.7171e-04 - accuracy: 1.0000For batch 433, loss is  0.0001.
434/937 [============>.................] - ETA: 7:21 - loss: 1.7147e-04 - accuracy: 1.0000For batch 434, loss is  0.0001.
435/937 [============>.................] - ETA: 7:20 - loss: 1.7120e-04 - accuracy: 1.0000For batch 435, loss is  0.0000.
436/937 [============>.................] - ETA: 7:19 - loss: 1.7089e-04 - accuracy: 1.0000For batch 436, loss is  0.0000.
437/937 [============>.................] - ETA: 7:19 - loss: 1.7061e-04 - accuracy: 1.0000For batch 437, loss is  0.0001.
438/937 [=============>................] - ETA: 7:18 - loss: 1.7035e-04 - accuracy: 1.0000For batch 438, loss is  0.0002.
439/937 [=============>................] - ETA: 7:17 - loss: 1.7039e-04 - accuracy: 1.0000For batch 439, loss is  0.0002.
440/937 [=============>................] - ETA: 7:16 - loss: 1.7042e-04 - accuracy: 1.0000For batch 440, loss is  0.0001.
441/937 [=============>................] - ETA: 7:15 - loss: 1.7020e-04 - accuracy: 1.0000For batch 441, loss is  0.0001.
442/937 [=============>................] - ETA: 7:14 - loss: 1.6998e-04 - accuracy: 1.0000For batch 442, loss is  0.0001.
443/937 [=============>................] - ETA: 7:13 - loss: 1.6985e-04 - accuracy: 1.0000For batch 443, loss is  0.0001.
444/937 [=============>................] - ETA: 7:12 - loss: 1.6963e-04 - accuracy: 1.0000For batch 444, loss is  0.0000.
445/937 [=============>................] - ETA: 7:12 - loss: 1.6934e-04 - accuracy: 1.0000For batch 445, loss is  0.0001.
446/937 [=============>................] - ETA: 7:11 - loss: 1.6916e-04 - accuracy: 1.0000For batch 446, loss is  0.0001.
447/937 [=============>................] - ETA: 7:10 - loss: 1.6910e-04 - accuracy: 1.0000For batch 447, loss is  0.0002.
448/937 [=============>................] - ETA: 7:09 - loss: 1.6912e-04 - accuracy: 1.0000For batch 448, loss is  0.0000.
449/937 [=============>................] - ETA: 7:08 - loss: 1.6883e-04 - accuracy: 1.0000For batch 449, loss is  0.0001.
450/937 [=============>................] - ETA: 7:07 - loss: 1.6867e-04 - accuracy: 1.0000For batch 450, loss is  0.0000.
451/937 [=============>................] - ETA: 7:06 - loss: 1.6836e-04 - accuracy: 1.0000For batch 451, loss is  0.0001.
452/937 [=============>................] - ETA: 7:05 - loss: 1.6811e-04 - accuracy: 1.0000For batch 452, loss is  0.0001.
453/937 [=============>................] - ETA: 7:05 - loss: 1.6787e-04 - accuracy: 1.0000For batch 453, loss is  0.0000.
454/937 [=============>................] - ETA: 7:04 - loss: 1.6760e-04 - accuracy: 1.0000For batch 454, loss is  0.0001.
455/937 [=============>................] - ETA: 7:03 - loss: 1.6736e-04 - accuracy: 1.0000For batch 455, loss is  0.0000.
456/937 [=============>................] - ETA: 7:02 - loss: 1.6708e-04 - accuracy: 1.0000For batch 456, loss is  0.0001.
457/937 [=============>................] - ETA: 7:01 - loss: 1.6690e-04 - accuracy: 1.0000For batch 457, loss is  0.0001.
458/937 [=============>................] - ETA: 7:00 - loss: 1.6672e-04 - accuracy: 1.0000For batch 458, loss is  0.0001.
459/937 [=============>................] - ETA: 6:59 - loss: 1.6647e-04 - accuracy: 1.0000For batch 459, loss is  0.0001.
460/937 [=============>................] - ETA: 6:58 - loss: 1.6623e-04 - accuracy: 1.0000For batch 460, loss is  0.0001.
461/937 [=============>................] - ETA: 6:57 - loss: 1.6606e-04 - accuracy: 1.0000For batch 461, loss is  0.0001.
462/937 [=============>................] - ETA: 6:57 - loss: 1.6598e-04 - accuracy: 1.0000For batch 462, loss is  0.0001.
463/937 [=============>................] - ETA: 6:56 - loss: 1.6589e-04 - accuracy: 1.0000For batch 463, loss is  0.0001.
464/937 [=============>................] - ETA: 6:55 - loss: 1.6568e-04 - accuracy: 1.0000For batch 464, loss is  0.0003.
465/937 [=============>................] - ETA: 6:54 - loss: 1.6594e-04 - accuracy: 1.0000For batch 465, loss is  0.0000.
466/937 [=============>................] - ETA: 6:53 - loss: 1.6567e-04 - accuracy: 1.0000For batch 466, loss is  0.0000.
467/937 [=============>................] - ETA: 6:52 - loss: 1.6542e-04 - accuracy: 1.0000For batch 467, loss is  0.0001.
468/937 [=============>................] - ETA: 6:51 - loss: 1.6535e-04 - accuracy: 1.0000For batch 468, loss is  0.0002.
469/937 [==============>...............] - ETA: 6:50 - loss: 1.6540e-04 - accuracy: 1.0000For batch 469, loss is  0.0001.
470/937 [==============>...............] - ETA: 6:50 - loss: 1.6534e-04 - accuracy: 1.0000For batch 470, loss is  0.0001.
471/937 [==============>...............] - ETA: 6:49 - loss: 1.6526e-04 - accuracy: 1.0000For batch 471, loss is  0.0001.
472/937 [==============>...............] - ETA: 6:48 - loss: 1.6503e-04 - accuracy: 1.0000For batch 472, loss is  0.0000.
473/937 [==============>...............] - ETA: 6:47 - loss: 1.6476e-04 - accuracy: 1.0000For batch 473, loss is  0.0001.
474/937 [==============>...............] - ETA: 6:46 - loss: 1.6458e-04 - accuracy: 1.0000For batch 474, loss is  0.0001.
475/937 [==============>...............] - ETA: 6:45 - loss: 1.6442e-04 - accuracy: 1.0000For batch 475, loss is  0.0001.
476/937 [==============>...............] - ETA: 6:44 - loss: 1.6419e-04 - accuracy: 1.0000For batch 476, loss is  0.0001.
477/937 [==============>...............] - ETA: 6:43 - loss: 1.6398e-04 - accuracy: 1.0000For batch 477, loss is  0.0000.
478/937 [==============>...............] - ETA: 6:43 - loss: 1.6373e-04 - accuracy: 1.0000For batch 478, loss is  0.0000.
479/937 [==============>...............] - ETA: 6:42 - loss: 1.6347e-04 - accuracy: 1.0000For batch 479, loss is  0.0002.
480/937 [==============>...............] - ETA: 6:41 - loss: 1.6359e-04 - accuracy: 1.0000For batch 480, loss is  0.0002.
481/937 [==============>...............] - ETA: 6:40 - loss: 1.6366e-04 - accuracy: 1.0000For batch 481, loss is  0.0002.
482/937 [==============>...............] - ETA: 6:39 - loss: 1.6363e-04 - accuracy: 1.0000For batch 482, loss is  0.0002.
483/937 [==============>...............] - ETA: 6:38 - loss: 1.6366e-04 - accuracy: 1.0000For batch 483, loss is  0.0001.
484/937 [==============>...............] - ETA: 6:37 - loss: 1.6345e-04 - accuracy: 1.0000For batch 484, loss is  0.0000.
485/937 [==============>...............] - ETA: 6:36 - loss: 1.6318e-04 - accuracy: 1.0000For batch 485, loss is  0.0000.
486/937 [==============>...............] - ETA: 6:36 - loss: 1.6293e-04 - accuracy: 1.0000For batch 486, loss is  0.0000.
487/937 [==============>...............] - ETA: 6:35 - loss: 1.6270e-04 - accuracy: 1.0000For batch 487, loss is  0.0000.
488/937 [==============>...............] - ETA: 6:34 - loss: 1.6246e-04 - accuracy: 1.0000For batch 488, loss is  0.0001.
489/937 [==============>...............] - ETA: 6:33 - loss: 1.6223e-04 - accuracy: 1.0000For batch 489, loss is  0.0001.
490/937 [==============>...............] - ETA: 6:32 - loss: 1.6205e-04 - accuracy: 1.0000For batch 490, loss is  0.0000.
491/937 [==============>...............] - ETA: 6:31 - loss: 1.6180e-04 - accuracy: 1.0000For batch 491, loss is  0.0001.
492/937 [==============>...............] - ETA: 6:30 - loss: 1.6173e-04 - accuracy: 1.0000For batch 492, loss is  0.0000.
493/937 [==============>...............] - ETA: 6:29 - loss: 1.6150e-04 - accuracy: 1.0000For batch 493, loss is  0.0000.
494/937 [==============>...............] - ETA: 6:28 - loss: 1.6125e-04 - accuracy: 1.0000For batch 494, loss is  0.0002.
495/937 [==============>...............] - ETA: 6:28 - loss: 1.6123e-04 - accuracy: 1.0000For batch 495, loss is  0.0000.
496/937 [==============>...............] - ETA: 6:27 - loss: 1.6100e-04 - accuracy: 1.0000For batch 496, loss is  0.0000.
497/937 [==============>...............] - ETA: 6:26 - loss: 1.6075e-04 - accuracy: 1.0000For batch 497, loss is  0.0000.
498/937 [==============>...............] - ETA: 6:25 - loss: 1.6051e-04 - accuracy: 1.0000For batch 498, loss is  0.0002.
499/937 [==============>...............] - ETA: 6:24 - loss: 1.6060e-04 - accuracy: 1.0000For batch 499, loss is  0.0001.
500/937 [===============>..............] - ETA: 6:23 - loss: 1.6041e-04 - accuracy: 1.0000For batch 500, loss is  0.0000.
501/937 [===============>..............] - ETA: 6:22 - loss: 1.6018e-04 - accuracy: 1.0000For batch 501, loss is  0.0002.
502/937 [===============>..............] - ETA: 6:21 - loss: 1.6020e-04 - accuracy: 1.0000For batch 502, loss is  0.0000.
503/937 [===============>..............] - ETA: 6:21 - loss: 1.5998e-04 - accuracy: 1.0000For batch 503, loss is  0.0001.
504/937 [===============>..............] - ETA: 6:20 - loss: 1.5988e-04 - accuracy: 1.0000For batch 504, loss is  0.0001.
505/937 [===============>..............] - ETA: 6:19 - loss: 1.5972e-04 - accuracy: 1.0000For batch 505, loss is  0.0001.
506/937 [===============>..............] - ETA: 6:18 - loss: 1.5951e-04 - accuracy: 1.0000For batch 506, loss is  0.0001.
507/937 [===============>..............] - ETA: 6:17 - loss: 1.5930e-04 - accuracy: 1.0000For batch 507, loss is  0.0001.
508/937 [===============>..............] - ETA: 6:16 - loss: 1.5912e-04 - accuracy: 1.0000For batch 508, loss is  0.0001.
509/937 [===============>..............] - ETA: 6:15 - loss: 1.5897e-04 - accuracy: 1.0000For batch 509, loss is  0.0001.
510/937 [===============>..............] - ETA: 6:14 - loss: 1.5886e-04 - accuracy: 1.0000For batch 510, loss is  0.0001.
511/937 [===============>..............] - ETA: 6:14 - loss: 1.5866e-04 - accuracy: 1.0000For batch 511, loss is  0.0001.
512/937 [===============>..............] - ETA: 6:13 - loss: 1.5845e-04 - accuracy: 1.0000For batch 512, loss is  0.0000.
513/937 [===============>..............] - ETA: 6:12 - loss: 1.5822e-04 - accuracy: 1.0000For batch 513, loss is  0.0001.
514/937 [===============>..............] - ETA: 6:11 - loss: 1.5808e-04 - accuracy: 1.0000For batch 514, loss is  0.0001.
515/937 [===============>..............] - ETA: 6:10 - loss: 1.5790e-04 - accuracy: 1.0000For batch 515, loss is  0.0001.
516/937 [===============>..............] - ETA: 6:09 - loss: 1.5788e-04 - accuracy: 1.0000For batch 516, loss is  0.0001.
517/937 [===============>..............] - ETA: 6:08 - loss: 1.5768e-04 - accuracy: 1.0000For batch 517, loss is  0.0002.
518/937 [===============>..............] - ETA: 6:07 - loss: 1.5773e-04 - accuracy: 1.0000For batch 518, loss is  0.0000.
519/937 [===============>..............] - ETA: 6:07 - loss: 1.5749e-04 - accuracy: 1.0000For batch 519, loss is  0.0000.
520/937 [===============>..............] - ETA: 6:06 - loss: 1.5726e-04 - accuracy: 1.0000For batch 520, loss is  0.0000.
521/937 [===============>..............] - ETA: 6:05 - loss: 1.5700e-04 - accuracy: 1.0000For batch 521, loss is  0.0000.
522/937 [===============>..............] - ETA: 6:04 - loss: 1.5677e-04 - accuracy: 1.0000For batch 522, loss is  0.0001.
523/937 [===============>..............] - ETA: 6:03 - loss: 1.5664e-04 - accuracy: 1.0000For batch 523, loss is  0.0000.
524/937 [===============>..............] - ETA: 6:02 - loss: 1.5639e-04 - accuracy: 1.0000For batch 524, loss is  0.0000.
525/937 [===============>..............] - ETA: 6:01 - loss: 1.5617e-04 - accuracy: 1.0000For batch 525, loss is  0.0001.
526/937 [===============>..............] - ETA: 6:00 - loss: 1.5601e-04 - accuracy: 1.0000For batch 526, loss is  0.0001.
527/937 [===============>..............] - ETA: 5:59 - loss: 1.5583e-04 - accuracy: 1.0000For batch 527, loss is  0.0000.
528/937 [===============>..............] - ETA: 5:59 - loss: 1.5561e-04 - accuracy: 1.0000For batch 528, loss is  0.0001.
529/937 [===============>..............] - ETA: 5:58 - loss: 1.5546e-04 - accuracy: 1.0000For batch 529, loss is  0.0001.
530/937 [===============>..............] - ETA: 5:57 - loss: 1.5527e-04 - accuracy: 1.0000For batch 530, loss is  0.0001.
531/937 [================>.............] - ETA: 5:56 - loss: 1.5512e-04 - accuracy: 1.0000For batch 531, loss is  0.0000.
532/937 [================>.............] - ETA: 5:55 - loss: 1.5489e-04 - accuracy: 1.0000For batch 532, loss is  0.0001.
533/937 [================>.............] - ETA: 5:54 - loss: 1.5480e-04 - accuracy: 1.0000For batch 533, loss is  0.0000.
534/937 [================>.............] - ETA: 5:53 - loss: 1.5459e-04 - accuracy: 1.0000For batch 534, loss is  0.0000.
535/937 [================>.............] - ETA: 5:52 - loss: 1.5436e-04 - accuracy: 1.0000For batch 535, loss is  0.0001.
536/937 [================>.............] - ETA: 5:52 - loss: 1.5424e-04 - accuracy: 1.0000For batch 536, loss is  0.0001.
537/937 [================>.............] - ETA: 5:51 - loss: 1.5407e-04 - accuracy: 1.0000For batch 537, loss is  0.0001.
538/937 [================>.............] - ETA: 5:50 - loss: 1.5387e-04 - accuracy: 1.0000For batch 538, loss is  0.0001.
539/937 [================>.............] - ETA: 5:49 - loss: 1.5373e-04 - accuracy: 1.0000For batch 539, loss is  0.0000.
540/937 [================>.............] - ETA: 5:48 - loss: 1.5353e-04 - accuracy: 1.0000For batch 540, loss is  0.0000.
541/937 [================>.............] - ETA: 5:47 - loss: 1.5330e-04 - accuracy: 1.0000For batch 541, loss is  0.0001.
542/937 [================>.............] - ETA: 5:46 - loss: 1.5316e-04 - accuracy: 1.0000For batch 542, loss is  0.0000.
543/937 [================>.............] - ETA: 5:45 - loss: 1.5295e-04 - accuracy: 1.0000For batch 543, loss is  0.0001.
544/937 [================>.............] - ETA: 5:45 - loss: 1.5282e-04 - accuracy: 1.0000For batch 544, loss is  0.0001.
545/937 [================>.............] - ETA: 5:44 - loss: 1.5265e-04 - accuracy: 1.0000For batch 545, loss is  0.0000.
546/937 [================>.............] - ETA: 5:43 - loss: 1.5245e-04 - accuracy: 1.0000For batch 546, loss is  0.0001.
547/937 [================>.............] - ETA: 5:42 - loss: 1.5229e-04 - accuracy: 1.0000For batch 547, loss is  0.0000.
548/937 [================>.............] - ETA: 5:41 - loss: 1.5209e-04 - accuracy: 1.0000For batch 548, loss is  0.0001.
549/937 [================>.............] - ETA: 5:40 - loss: 1.5198e-04 - accuracy: 1.0000For batch 549, loss is  0.0001.
550/937 [================>.............] - ETA: 5:39 - loss: 1.5182e-04 - accuracy: 1.0000For batch 550, loss is  0.0001.
551/937 [================>.............] - ETA: 5:38 - loss: 1.5174e-04 - accuracy: 1.0000For batch 551, loss is  0.0001.
552/937 [================>.............] - ETA: 5:38 - loss: 1.5162e-04 - accuracy: 1.0000For batch 552, loss is  0.0002.
553/937 [================>.............] - ETA: 5:37 - loss: 1.5171e-04 - accuracy: 1.0000For batch 553, loss is  0.0000.
554/937 [================>.............] - ETA: 5:36 - loss: 1.5152e-04 - accuracy: 1.0000For batch 554, loss is  0.0002.
555/937 [================>.............] - ETA: 5:35 - loss: 1.5160e-04 - accuracy: 1.0000For batch 555, loss is  0.0002.
556/937 [================>.............] - ETA: 5:34 - loss: 1.5161e-04 - accuracy: 1.0000For batch 556, loss is  0.0000.
557/937 [================>.............] - ETA: 5:33 - loss: 1.5140e-04 - accuracy: 1.0000For batch 557, loss is  0.0001.
558/937 [================>.............] - ETA: 5:32 - loss: 1.5122e-04 - accuracy: 1.0000For batch 558, loss is  0.0001.
559/937 [================>.............] - ETA: 5:31 - loss: 1.5105e-04 - accuracy: 1.0000For batch 559, loss is  0.0001.
560/937 [================>.............] - ETA: 5:31 - loss: 1.5090e-04 - accuracy: 1.0000For batch 560, loss is  0.0001.
561/937 [================>.............] - ETA: 5:30 - loss: 1.5073e-04 - accuracy: 1.0000For batch 561, loss is  0.0001.
562/937 [================>.............] - ETA: 5:29 - loss: 1.5055e-04 - accuracy: 1.0000For batch 562, loss is  0.0000.
563/937 [=================>............] - ETA: 5:28 - loss: 1.5037e-04 - accuracy: 1.0000For batch 563, loss is  0.0000.
564/937 [=================>............] - ETA: 5:27 - loss: 1.5016e-04 - accuracy: 1.0000For batch 564, loss is  0.0002.
565/937 [=================>............] - ETA: 5:26 - loss: 1.5033e-04 - accuracy: 1.0000For batch 565, loss is  0.0003.
566/937 [=================>............] - ETA: 5:25 - loss: 1.5056e-04 - accuracy: 1.0000For batch 566, loss is  0.0001.
567/937 [=================>............] - ETA: 5:24 - loss: 1.5041e-04 - accuracy: 1.0000For batch 567, loss is  0.0001.
568/937 [=================>............] - ETA: 5:23 - loss: 1.5026e-04 - accuracy: 1.0000For batch 568, loss is  0.0004.
569/937 [=================>............] - ETA: 5:23 - loss: 1.5079e-04 - accuracy: 1.0000For batch 569, loss is  0.0001.
570/937 [=================>............] - ETA: 5:22 - loss: 1.5069e-04 - accuracy: 1.0000For batch 570, loss is  0.0003.
571/937 [=================>............] - ETA: 5:21 - loss: 1.5102e-04 - accuracy: 1.0000For batch 571, loss is  0.0001.
572/937 [=================>............] - ETA: 5:20 - loss: 1.5087e-04 - accuracy: 1.0000For batch 572, loss is  0.0000.
573/937 [=================>............] - ETA: 5:19 - loss: 1.5066e-04 - accuracy: 1.0000For batch 573, loss is  0.0001.
574/937 [=================>............] - ETA: 5:18 - loss: 1.5050e-04 - accuracy: 1.0000For batch 574, loss is  0.0001.
575/937 [=================>............] - ETA: 5:17 - loss: 1.5034e-04 - accuracy: 1.0000For batch 575, loss is  0.0000.
576/937 [=================>............] - ETA: 5:16 - loss: 1.5015e-04 - accuracy: 1.0000For batch 576, loss is  0.0001.
577/937 [=================>............] - ETA: 5:16 - loss: 1.4998e-04 - accuracy: 1.0000For batch 577, loss is  0.0000.
578/937 [=================>............] - ETA: 5:15 - loss: 1.4977e-04 - accuracy: 1.0000For batch 578, loss is  0.0001.
579/937 [=================>............] - ETA: 5:14 - loss: 1.4963e-04 - accuracy: 1.0000For batch 579, loss is  0.0000.
580/937 [=================>............] - ETA: 5:13 - loss: 1.4944e-04 - accuracy: 1.0000For batch 580, loss is  0.0001.
581/937 [=================>............] - ETA: 5:12 - loss: 1.4934e-04 - accuracy: 1.0000For batch 581, loss is  0.0001.
582/937 [=================>............] - ETA: 5:11 - loss: 1.4924e-04 - accuracy: 1.0000For batch 582, loss is  0.0001.
583/937 [=================>............] - ETA: 5:10 - loss: 1.4913e-04 - accuracy: 1.0000For batch 583, loss is  0.0001.
584/937 [=================>............] - ETA: 5:09 - loss: 1.4896e-04 - accuracy: 1.0000For batch 584, loss is  0.0001.
585/937 [=================>............] - ETA: 5:09 - loss: 1.4881e-04 - accuracy: 1.0000For batch 585, loss is  0.0000.
586/937 [=================>............] - ETA: 5:08 - loss: 1.4862e-04 - accuracy: 1.0000For batch 586, loss is  0.0001.
587/937 [=================>............] - ETA: 5:07 - loss: 1.4846e-04 - accuracy: 1.0000For batch 587, loss is  0.0001.
588/937 [=================>............] - ETA: 5:06 - loss: 1.4840e-04 - accuracy: 1.0000For batch 588, loss is  0.0001.
589/937 [=================>............] - ETA: 5:05 - loss: 1.4827e-04 - accuracy: 1.0000For batch 589, loss is  0.0001.
590/937 [=================>............] - ETA: 5:04 - loss: 1.4819e-04 - accuracy: 1.0000For batch 590, loss is  0.0000.
591/937 [=================>............] - ETA: 5:03 - loss: 1.4802e-04 - accuracy: 1.0000For batch 591, loss is  0.0001.
592/937 [=================>............] - ETA: 5:02 - loss: 1.4786e-04 - accuracy: 1.0000For batch 592, loss is  0.0000.
593/937 [=================>............] - ETA: 5:02 - loss: 1.4769e-04 - accuracy: 1.0000For batch 593, loss is  0.0000.
594/937 [==================>...........] - ETA: 5:01 - loss: 1.4752e-04 - accuracy: 1.0000For batch 594, loss is  0.0001.
595/937 [==================>...........] - ETA: 5:00 - loss: 1.4737e-04 - accuracy: 1.0000For batch 595, loss is  0.0001.
596/937 [==================>...........] - ETA: 4:59 - loss: 1.4728e-04 - accuracy: 1.0000For batch 596, loss is  0.0001.
597/937 [==================>...........] - ETA: 4:58 - loss: 1.4717e-04 - accuracy: 1.0000For batch 597, loss is  0.0000.
598/937 [==================>...........] - ETA: 4:57 - loss: 1.4699e-04 - accuracy: 1.0000For batch 598, loss is  0.0001.
599/937 [==================>...........] - ETA: 4:56 - loss: 1.4685e-04 - accuracy: 1.0000For batch 599, loss is  0.0000.
600/937 [==================>...........] - ETA: 4:55 - loss: 1.4667e-04 - accuracy: 1.0000For batch 600, loss is  0.0000.
601/937 [==================>...........] - ETA: 4:54 - loss: 1.4649e-04 - accuracy: 1.0000For batch 601, loss is  0.0001.
602/937 [==================>...........] - ETA: 4:54 - loss: 1.4636e-04 - accuracy: 1.0000For batch 602, loss is  0.0001.
603/937 [==================>...........] - ETA: 4:53 - loss: 1.4631e-04 - accuracy: 1.0000For batch 603, loss is  0.0001.
604/937 [==================>...........] - ETA: 4:52 - loss: 1.4616e-04 - accuracy: 1.0000For batch 604, loss is  0.0001.
605/937 [==================>...........] - ETA: 4:51 - loss: 1.4611e-04 - accuracy: 1.0000For batch 605, loss is  0.0001.
606/937 [==================>...........] - ETA: 4:50 - loss: 1.4599e-04 - accuracy: 1.0000For batch 606, loss is  0.0000.
607/937 [==================>...........] - ETA: 4:49 - loss: 1.4582e-04 - accuracy: 1.0000For batch 607, loss is  0.0001.
608/937 [==================>...........] - ETA: 4:48 - loss: 1.4573e-04 - accuracy: 1.0000For batch 608, loss is  0.0000.
609/937 [==================>...........] - ETA: 4:47 - loss: 1.4557e-04 - accuracy: 1.0000For batch 609, loss is  0.0000.
610/937 [==================>...........] - ETA: 4:47 - loss: 1.4539e-04 - accuracy: 1.0000For batch 610, loss is  0.0000.
611/937 [==================>...........] - ETA: 4:46 - loss: 1.4521e-04 - accuracy: 1.0000For batch 611, loss is  0.0000.
612/937 [==================>...........] - ETA: 4:45 - loss: 1.4506e-04 - accuracy: 1.0000For batch 612, loss is  0.0001.
613/937 [==================>...........] - ETA: 4:44 - loss: 1.4499e-04 - accuracy: 1.0000For batch 613, loss is  0.0000.
614/937 [==================>...........] - ETA: 4:43 - loss: 1.4483e-04 - accuracy: 1.0000For batch 614, loss is  0.0000.
615/937 [==================>...........] - ETA: 4:42 - loss: 1.4468e-04 - accuracy: 1.0000For batch 615, loss is  0.0001.
616/937 [==================>...........] - ETA: 4:41 - loss: 1.4453e-04 - accuracy: 1.0000For batch 616, loss is  0.0002.
617/937 [==================>...........] - ETA: 4:40 - loss: 1.4461e-04 - accuracy: 1.0000For batch 617, loss is  0.0000.
618/937 [==================>...........] - ETA: 4:40 - loss: 1.4443e-04 - accuracy: 1.0000For batch 618, loss is  0.0001.
619/937 [==================>...........] - ETA: 4:39 - loss: 1.4431e-04 - accuracy: 1.0000For batch 619, loss is  0.0000.
620/937 [==================>...........] - ETA: 4:38 - loss: 1.4412e-04 - accuracy: 1.0000For batch 620, loss is  0.0002.
621/937 [==================>...........] - ETA: 4:37 - loss: 1.4421e-04 - accuracy: 1.0000For batch 621, loss is  0.0000.
622/937 [==================>...........] - ETA: 4:36 - loss: 1.4403e-04 - accuracy: 1.0000For batch 622, loss is  0.0000.
623/937 [==================>...........] - ETA: 4:35 - loss: 1.4388e-04 - accuracy: 1.0000For batch 623, loss is  0.0001.
624/937 [==================>...........] - ETA: 4:34 - loss: 1.4378e-04 - accuracy: 1.0000For batch 624, loss is  0.0001.
